title,budget,revenue,genres,top_cast,director,producers,composers,vote_average,release_month,runtime,vote_count
Cool Runnings,14000000.0,154864401.0,['Comedy'],"['Leon Robinson', 'Doug E. Doug', 'Rawle D. Lewis']",Jon Turteltaub,['Dawn Steel'],['Hans Zimmer'],6.8,9,98.0,510.0
Cinderella,2900000.0,263591415.0,"['Family', 'Fantasy', 'Animation', 'Romance']","['Ilene Woods', 'Eleanor Audley', 'Lucille Bliss']",Hamilton Luske,['Walt Disney'],"['Paul J. Smith', 'Oliver Wallace']",6.8,3,74.0,1760.0
The Sword in the Stone,3000000.0,22182353.0,"['Animation', 'Family']","['Sebastian Cabot', 'Karl Swenson', 'Junius Matthews']",Wolfgang Reitherman,['Walt Disney'],[],6.9,12,79.0,935.0
Robin Hood: Prince of Thieves,48000000.0,390493908.0,['Adventure'],"['Kevin Costner', 'Morgan Freeman', 'Christian Slater']",Kevin Reynolds,"['Pen Densham', 'Richard Barton Lewis', 'John Watson']",['Michael Kamen'],6.6,6,143.0,937.0
Mary Poppins,6000000.0,102272727.0,"['Comedy', 'Family', 'Fantasy']","['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson']",Robert Stevenson,"['Walt Disney', 'Bill Walsh']","['Richard M. Sherman', 'Robert B. Sherman']",7.4,8,139.0,1217.0
Dumbo,812000.0,1600000.0,"['Animation', 'Family']","['Sterling Holloway', 'Herman Bing', 'John McLeish']",Norman Ferguson,['Walt Disney'],"['Frank Churchill', 'Oliver Wallace']",6.8,10,64.0,1206.0
Bedknobs and Broomsticks,20000000.0,17900000.0,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Music']","['Angela Lansbury', 'David Tomlinson', 'Roddy McDowall']",Robert Stevenson,['Bill Walsh'],['Irwin Kostal'],6.8,10,117.0,260.0
Alice in Wonderland,3000000.0,572000000.0,"['Animation', 'Adventure', 'Family', 'Fantasy']","['Kathryn Beaumont', 'Verna Felton', 'Ed Wynn']",Clyde Geronimi,['Walt Disney'],[],7.0,7,75.0,1557.0
The Fox and the Hound,12000000.0,29800000.0,"['Adventure', 'Animation', 'Drama', 'Family']","['Mickey Rooney', 'Kurt Russell', 'Pearl Bailey']",Richard Rich,[],['Buddy Baker'],7.0,7,82.0,884.0
The Sound of Music,8200000.0,286214286.0,"['Drama', 'Family', 'Music', 'Romance']","['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker']",Robert Wise,['Robert Wise'],['Irwin Kostal'],7.4,3,174.0,966.0
Die Hard,28000000.0,140767956.0,"['Action', 'Thriller']","['Bruce Willis', 'Alan Rickman', 'Alexander Godunov']",John McTiernan,"['Joel Silver', 'Lawrence Gordon', 'Beau Marks']",['Michael Kamen'],7.5,7,131.0,4005.0
The Lawnmower Man,10000000.0,32101000.0,"['Horror', 'Thriller', 'Science Fiction']","['Jeff Fahey', 'Pierce Brosnan', 'Jenny Wright']",Brett Leonard,['Gimel Everett'],[],5.4,3,108.0,198.0
Secrets & Lies,4500000.0,13417292.0,['Drama'],"['Timothy Spall', 'Brenda Blethyn', 'Marianne Jean-Baptiste']",Mike Leigh,['Simon Channing Williams'],['Andrew Dickson'],7.1,5,142.0,127.0
Surviving Picasso,16000000.0,1985001.0,"['Drama', 'Romance']","['Anthony Hopkins', 'Natascha McElhone', 'Julianne Moore']",James Ivory,"['David L. Wolper', 'Ismail Merchant']",['Richard Robbins'],5.3,9,125.0,21.0
The Long Kiss Goodnight,65000000.0,89456761.0,"['Crime', 'Action', 'Mystery', 'Thriller']","['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima']",Renny Harlin,"['Stephanie Austin', 'Shane Black', 'Renny Harlin', 'Geena Davis']",['Alan Silvestri'],6.4,10,120.0,323.0
The Ghost and the Darkness,50000000.0,75000000.0,['Adventure'],"['Michael Douglas', 'Val Kilmer', 'Tom Wilkinson']",Stephen Hopkins,"['Gale Anne Hurd', 'A. Kitman Ho', 'Paul B. Radin']",['Jerry Goldsmith'],6.4,10,109.0,238.0
Get on the Bus,2400000.0,5731103.0,['Drama'],"['Ossie Davis', 'Charles S. Dutton', 'Andre Braugher']",Spike Lee,[],[],7.0,10,120.0,11.0
Shadow Conspiracy,45000000.0,2154540.0,"['Action', 'Thriller']","['Charlie Sheen', 'Donald Sutherland', 'Linda Hamilton']",George P. Cosmatos,['Adi Hasak'],[],4.0,1,103.0,12.0
Jude,7000000.0,405000.0,"['Drama', 'Romance']","['Kate Winslet', 'Christopher Eccleston', 'Liam Cunningham']",Michael Winterbottom,['Andrew Eaton'],['Adrian Johnston'],6.6,2,123.0,38.0
Romeo + Juliet,14500000.0,147298761.0,"['Drama', 'Romance']","['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo']",Baz Luhrmann,"['Baz Luhrmann', 'Gabriella Martinelli', 'Jill Bilcock', 'Catherine Martin', 'Martin Brown']","['Tim Atack', 'Nellee Hooper']",6.7,10,120.0,1406.0
Swingers,200000.0,4505922.0,"['Comedy', 'Romance']","['Jon Favreau', 'Vince Vaughn', 'Ron Livingston']",Doug Liman,['Victor Simpkins'],['Justin Reinhardt'],6.8,10,94.0,255.0
Sleepers,44000000.0,165615285.0,"['Crime', 'Drama', 'Thriller']","['Robert De Niro', 'Brad Pitt', 'Kevin Bacon']",Barry Levinson,"['Steve Golin', 'Barry Levinson', 'Gerrit van der Meer', 'Lorenzo Carcaterra']",['John Williams'],7.3,10,147.0,729.0
Willy Wonka & the Chocolate Factory,3000000.0,4000000.0,"['Family', 'Fantasy']","['Gene Wilder', 'Jack Albertson', 'Peter Ostrum']",Mel Stuart,"['Stan Margulies', 'David L. Wolper']","['Walter Scharf', 'Leslie Bricusse']",7.4,6,100.0,826.0
Sleeper,2000000.0,18344729.0,"['Comedy', 'Romance', 'Science Fiction']","['Woody Allen', 'Diane Keaton', 'John Beck']",Woody Allen,['Jack Grossberg'],['Woody Allen'],7.0,12,89.0,206.0
Bananas,2000000.0,11833696.0,['Comedy'],"['Woody Allen', 'Louise Lasser', 'Carlos Montalbán']",Woody Allen,"['Axel Anderson', 'Antonio Encarnacion', 'Jack Grossberg', 'Manolo Villamil']",['Marvin Hamlisch'],6.7,4,82.0,167.0
A Fish Called Wanda,7500000.0,62493712.0,"['Comedy', 'Crime']","['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline']",Charles Crichton,['Michael Shamberg'],['John Du Prez'],7.1,7,108.0,576.0
Life of Brian,4000000.0,20045115.0,['Comedy'],"['Graham Chapman', 'John Cleese', 'Terry Gilliam']",Terry Jones,['John Goldstone'],['Geoffrey Burgon'],7.7,8,94.0,1230.0
The Great Race,12000000.0,25333333.0,"['Adventure', 'Comedy']","['Jack Lemmon', 'Tony Curtis', 'Natalie Wood']",Blake Edwards,['Martin Jurow'],['Henry Mancini'],7.2,7,160.0,64.0
Bonnie and Clyde,2500000.0,50700000.0,"['Crime', 'Drama']","['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard']",Arthur Penn,['Warren Beatty'],['Charles Strouse'],7.6,7,111.0,384.0
Dial M for Murder,1400000.0,3000000.0,"['Crime', 'Mystery', 'Thriller']","['Ray Milland', 'Grace Kelly', 'Robert Cummings']",Alfred Hitchcock,['Alfred Hitchcock'],['Dimitri Tiomkin'],7.9,5,104.0,539.0
Dirty Dancing,6000000.0,213954274.0,"['Drama', 'Music', 'Romance']","['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach']",Emile Ardolino,['Linda Gottlieb'],['John Morris'],7.1,8,100.0,1371.0
Reservoir Dogs,1200000.0,14661007.0,"['Crime', 'Thriller']","['Harvey Keitel', 'Tim Roth', 'Michael Madsen']",Quentin Tarantino,['Lawrence Bender'],[],8.1,9,99.0,3821.0
Platoon,6000000.0,138530565.0,"['Drama', 'War', 'Action']","['Tom Berenger', 'Charlie Sheen', 'Willem Dafoe']",Oliver Stone,"['Arnold Kopelson', 'A. Kitman Ho']",['Georges Delerue'],7.5,12,120.0,1236.0
Weekend at Bernie's,6500000.0,30218387.0,['Comedy'],"['Andrew McCarthy', 'Jonathan Silverman', 'Catherine Mary Stewart']",Ted Kotcheff,"['Bruce McNall', 'Victor Drai']",['Andy Summers'],6.4,7,97.0,255.0
Basic Instinct,49000000.0,352927224.0,"['Thriller', 'Mystery']","['Michael Douglas', 'Sharon Stone', 'George Dzundza']",Paul Verhoeven,"['Alan Marshall', 'William S. Beasley', ""Louis D'Esposito""]",['Jerry Goldsmith'],6.5,3,127.0,869.0
The Doors,38000000.0,34416893.0,"['Drama', 'Music']","['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan']",Oliver Stone,"['Bill Graham', 'Sasha Harari', 'A. Kitman Ho']","['Olivia Barash', 'Carl Orff']",6.7,3,140.0,285.0
The Crying Game,3705538.0,62548947.0,"['Romance', 'Crime', 'Drama', 'Thriller']","['Stephen Rea', 'Jaye Davidson', 'Miranda Richardson']",Neil Jordan,['Stephen Woolley'],['Anne Dudley'],6.9,9,112.0,180.0
Glengarry Glen Ross,12500000.0,10725228.0,"['Crime', 'Drama', 'Mystery']","['Al Pacino', 'Jack Lemmon', 'Alec Baldwin']",James Foley,"['Jerry Tokofsky', 'Stanley R. Zupnik']",['James Newton Howard'],7.5,9,100.0,330.0
Sophie's Choice,12000000.0,30036000.0,"['Drama', 'Romance']","['Meryl Streep', 'Kevin Kline', 'Peter MacNicol']",Alan J. Pakula,[],[],7.4,12,151.0,149.0
E.T. the Extra-Terrestrial,10500000.0,792965326.0,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']","['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton']",Steven Spielberg,"['Kathleen Kennedy', 'Steven Spielberg']",['John Williams'],7.3,4,115.0,3359.0
Days of Thunder,60000000.0,157920733.0,['Adventure'],"['Tom Cruise', 'Robert Duvall', 'Nicole Kidman']",Tony Scott,"['Jerry Bruckheimer', 'Don Simpson']",['Hans Zimmer'],5.9,6,107.0,359.0
Top Gun,15000000.0,356830601.0,"['Action', 'Romance', 'War']","['Tom Cruise', 'Kelly McGillis', 'Val Kilmer']",Tony Scott,"['Jerry Bruckheimer', 'Don Simpson']",['Harold Faltermeyer'],6.7,5,110.0,1736.0
A Streetcar Named Desire,1800000.0,8000000.0,['Drama'],"['Vivien Leigh', 'Marlon Brando', 'Kim Hunter']",Elia Kazan,['Charles K. Feldman'],['Alex North'],7.6,9,125.0,291.0
The Funeral,12500000.0,1227324.0,"['Crime', 'Drama']","['Christopher Walken', 'Chris Penn', 'Annabella Sciorra']",Abel Ferrara,[],[],7.3,1,99.0,31.0
The People vs. Larry Flynt,36000000.0,20300385.0,['Drama'],"['Woody Harrelson', 'Courtney Love', 'Edward Norton']",Miloš Forman,[],[],6.8,10,129.0,257.0
The Return of the Pink Panther,5000000.0,41833347.0,"['Mystery', 'Comedy', 'Crime']","['Peter Sellers', 'Christopher Plummer', 'Herbert Lom']",Blake Edwards,['Blake Edwards'],[],6.7,5,113.0,138.0
Drop Dead Fred,6788000.0,13878334.0,"['Comedy', 'Fantasy', 'Family']","['Phoebe Cates', 'Rik Mayall', 'Marsha Mason']",Ate de Jong,['Paul Webster'],['Randy Edelman'],5.9,4,103.0,107.0
The Abyss,70000000.0,90000098.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn']",James Cameron,"['Gale Anne Hurd', 'Van Ling']",['Alan Silvestri'],7.1,8,139.0,822.0
The Fog,1000000.0,21378361.0,['Horror'],"['Adrienne Barbeau', 'Jamie Lee Curtis', 'Janet Leigh']",John Carpenter,"['Barry Bernardi', 'Pegi Brotman', 'Debra Hill']",['John Carpenter'],6.4,2,89.0,318.0
Escape from New York,6000000.0,50244700.0,"['Science Fiction', 'Action']","['Kurt Russell', 'Lee Van Cleef', 'Ernest Borgnine']",John Carpenter,"['Barry Bernardi', 'Larry J. Franco', 'Debra Hill']","['Alan Howarth', 'John Carpenter']",6.9,5,99.0,720.0
The Howling,1000000.0,17985893.0,"['Drama', 'Horror']","['Patrick Macnee', 'Dennis Dugan', 'Christopher Stone']",Joe Dante,"['Jack Conrad', 'Michael Finnell']",['Pino Donaggio'],6.4,4,91.0,165.0
Monty Python and the Holy Grail,400000.0,5028948.0,"['Adventure', 'Comedy', 'Fantasy']","['Graham Chapman', 'John Cleese', 'Terry Gilliam']",Terry Jones,"['Mark Forstater', 'Michael White']",[],7.8,3,91.0,1742.0
Bad Moon,7000000.0,1100000.0,['Horror'],"['Mariel Hemingway', 'Michael Paré', 'Mason Gamble']",Eric Red,['James G. Robinson'],['Daniel Licht'],5.7,11,80.0,33.0
Delicatessen,4000000.0,1794187.0,"['Comedy', 'Science Fiction', 'Fantasy']","['Dominique Pinon', 'Marie-Laure Dougnac', 'Jean-Claude Dreyfus']",Marc Caro,['Claudie Ossard'],[],7.4,4,99.0,320.0
The English Patient,27000000.0,231976425.0,"['Drama', 'Romance', 'War']","['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe']",Anthony Minghella,"['Saul Zaentz', 'Paul Zaentz', 'Steve E. Andrews']",['Gabriel Yared'],7.0,11,162.0,559.0
My Left Foot: The Story of Christy Brown,645180.0,14743391.0,['Drama'],"['Daniel Day-Lewis', 'Brenda Fricker', 'Alison Whelan']",Jim Sheridan,['Noel Pearson'],['Elmer Bernstein'],7.5,7,103.0,208.0
Strictly Ballroom,3000000.0,33946224.0,"['Comedy', 'Drama', 'Romance']","['Paul Mercurio', 'Tara Morice', 'Bill Hunter']",Baz Luhrmann,['Tristram Miall'],['David Hirschfelder'],6.2,8,94.0,83.0
Paris is Burning,500000.0,3779620.0,['Documentary'],"['Dorian Corey', 'Pepper LaBeija', 'Willi Ninja']",Jennie Livingston,"['Richard Dooley', 'Jennie Livingston', 'Barry Swimar']",[],8.2,3,71.0,67.0
One Flew Over the Cuckoo's Nest,3000000.0,108981275.0,['Drama'],"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito']",Miloš Forman,"['Michael Douglas', 'Saul Zaentz']",['Jack Nitzsche'],8.3,11,133.0,3001.0
The Empire Strikes Back,18000000.0,538400000.0,"['Adventure', 'Action', 'Science Fiction']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",Irvin Kershner,"['Gary Kurtz', 'Howard G. Kazanjian']",['John Williams'],8.2,5,124.0,5998.0
The Princess Bride,16000000.0,30857814.0,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']","['Cary Elwes', 'Robin Wright', 'Mandy Patinkin']",Rob Reiner,"['Andrew Scheinman', 'Rob Reiner']",['Mark Knopfler'],7.6,9,98.0,1518.0
Raiders of the Lost Ark,18000000.0,389925971.0,"['Adventure', 'Action']","['Harrison Ford', 'Karen Allen', 'Paul Freeman']",Steven Spielberg,['Frank Marshall'],['John Williams'],7.7,6,115.0,3949.0
Aliens,18500000.0,183316455.0,"['Horror', 'Action', 'Thriller', 'Science Fiction']","['Sigourney Weaver', 'Michael Biehn', 'James Remar']",James Cameron,['Gale Anne Hurd'],['James Horner'],7.7,7,137.0,3282.0
"The Good, the Bad and the Ugly",1200000.0,6000000.0,['Western'],"['Eli Wallach', 'Clint Eastwood', 'Lee Van Cleef']",Sergio Leone,['Alberto Grimaldi'],['Ennio Morricone'],8.1,12,161.0,2371.0
12 Angry Men,350000.0,1000000.0,['Drama'],"['Henry Fonda', 'Martin Balsam', 'John Fiedler']",Sidney Lumet,"['Henry Fonda', 'Reginald Rose']",['Kenyon Hopkins'],8.2,3,96.0,2130.0
Lawrence of Arabia,15000000.0,69995385.0,"['Adventure', 'Drama', 'History', 'War']","[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn']",David Lean,"['Sam Spiegel', 'Robert A. Harris']",['Maurice Jarre'],7.8,12,216.0,870.0
A Clockwork Orange,2200000.0,26589000.0,"['Science Fiction', 'Drama']","['Malcolm McDowell', 'Patrick Magee', 'Adrienne Corri']",Stanley Kubrick,['Stanley Kubrick'],['Wendy Carlos'],8.0,12,136.0,3432.0
To Kill a Mockingbird,2000000.0,13129846.0,"['Crime', 'Drama']","['Gregory Peck', 'Brock Peters', 'James Anderson']",Robert Mulligan,"['Alan J. Pakula', 'Harper Lee', 'Robert Mulligan', 'Gregory Peck']",['Elmer Bernstein'],7.9,12,129.0,676.0
Apocalypse Now,31500000.0,89460381.0,"['Drama', 'War']","['Martin Sheen', 'Marlon Brando', 'Robert Duvall']",Francis Ford Coppola,"['Francis Ford Coppola', 'Gray Frederickson', 'Fred Roos', 'Tom Sternberg', 'John Ashley', 'Eddie Romero', 'Mona Skager']",['Carmine Coppola'],8.0,8,153.0,2112.0
Once Upon a Time in the West,5000000.0,5321508.0,['Western'],"['Henry Fonda', 'Claudia Cardinale', 'Jason Robards']",Sergio Leone,['Fulvio Morsella'],['Ennio Morricone'],8.1,12,175.0,1160.0
Return of the Jedi,32350000.0,572700000.0,"['Adventure', 'Action', 'Science Fiction']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",Richard Marquand,['Howard G. Kazanjian'],['John Williams'],7.9,5,135.0,4763.0
Wings of Desire,2500000.0,3200000.0,"['Drama', 'Fantasy', 'Romance']","['Bruno Ganz', 'Otto Sander', 'Solveig Dommartin']",Wim Wenders,"['Wim Wenders', 'Anatole Dauman']",['Jürgen Knieper'],7.5,1,128.0,256.0
GoodFellas,25000000.0,46836394.0,"['Drama', 'Crime']","['Robert De Niro', 'Ray Liotta', 'Joe Pesci']",Martin Scorsese,['Irwin Winkler'],[],8.2,9,145.0,3211.0
Alien,11000000.0,104931801.0,"['Horror', 'Action', 'Thriller', 'Science Fiction']","['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright']",Ridley Scott,"['Gordon Carroll', 'David Giler', 'Walter Hill', 'Ivor Powell']",['Jerry Goldsmith'],7.9,5,117.0,4564.0
Ran,11500000.0,4069653.0,"['Action', 'Drama', 'History']","['Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryû']",Akira Kurosawa,"['Masato Hara', 'Serge Silberman']",['Tôru Takemitsu'],7.9,6,162.0,349.0
Psycho,806948.0,32000000.0,"['Drama', 'Horror', 'Thriller']","['Anthony Perkins', 'Vera Miles', 'John Gavin']",Alfred Hitchcock,['Alfred Hitchcock'],['Bernard Herrmann'],8.3,6,109.0,2405.0
The Blues Brothers,27000000.0,115229890.0,"['Music', 'Comedy', 'Action', 'Crime']","['Dan Aykroyd', 'John Belushi', 'James Brown']",John Landis,['Robert K. Weiss'],['Elmer Bernstein'],7.5,6,133.0,1092.0
The Godfather: Part II,13000000.0,47542841.0,"['Drama', 'Crime']","['Al Pacino', 'Robert Duvall', 'Diane Keaton']",Francis Ford Coppola,"['Francis Ford Coppola', 'Gray Frederickson', 'Fred Roos', 'Mona Skager']","['Carmine Coppola', 'Nino Rota']",8.3,12,200.0,3418.0
Full Metal Jacket,17000000.0,46357676.0,"['Drama', 'War']","['Matthew Modine', 'Adam Baldwin', ""Vincent D'Onofrio""]",Stanley Kubrick,['Stanley Kubrick'],['Vivian Kubrick'],7.9,6,116.0,2595.0
Amadeus,18000000.0,51973029.0,"['Drama', 'History', 'Music']","['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']",Miloš Forman,['Saul Zaentz'],[],7.8,10,160.0,1107.0
Raging Bull,18000000.0,23000000.0,['Drama'],"['Robert De Niro', 'Joe Pesci', 'Cathy Moriarty']",Martin Scorsese,"['Irwin Winkler', 'Robert Chartoff']",[],7.7,11,129.0,968.0
Annie Hall,4000000.0,38251425.0,"['Comedy', 'Drama', 'Romance']","['Woody Allen', 'Diane Keaton', 'Tony Roberts']",Woody Allen,"['Charles H. Joffe', 'Jack Rollins', 'Fred T. Gallo']",[],7.8,4,93.0,1044.0
The Right Stuff,27000000.0,21500000.0,"['Drama', 'History']","['Fred Ward', 'Dennis Quaid', 'Ed Harris']",Philip Kaufman,"['Robert Chartoff', 'Irwin Winkler']",['Bill Conti'],7.4,10,193.0,241.0
Das Boot,14000000.0,85000000.0,"['Action', 'Drama', 'History', 'War', 'Adventure']","['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann']",Wolfgang Petersen,"['Günter Rohrbach', 'Michael Bittins', 'Ortwin Freyermuth']",['Klaus Doldinger'],7.9,9,149.0,623.0
The Sting,5500000.0,159616327.0,"['Comedy', 'Crime', 'Drama']","['Paul Newman', 'Robert Redford', 'Robert Shaw']",George Roy Hill,"['Julia Phillips', 'Michael Phillips', 'Tony Bill', 'Robert Crawford Jr.']",['Marvin Hamlisch'],7.9,12,129.0,639.0
The Terminator,6400000.0,78371200.0,"['Action', 'Thriller', 'Science Fiction']","['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton']",James Cameron,['Gale Anne Hurd'],['Brad Fiedel'],7.4,10,108.0,4208.0
Braindead,3000000.0,242623.0,"['Horror', 'Comedy']","['Tim Balme', 'Diana Peñalver', 'Elizabeth Moody']",Peter Jackson,['Jim Booth'],['Peter Dasent'],7.4,8,104.0,388.0
Glory,18000000.0,26828365.0,['War'],"['Matthew Broderick', 'Denzel Washington', 'Cary Elwes']",Edward Zwick,['Freddie Fields'],['James Horner'],7.4,12,122.0,391.0
Miller's Crossing,14000000.0,5080409.0,"['Drama', 'Thriller', 'Crime']","['John Turturro', 'Gabriel Byrne', 'Marcia Gay Harden']",Joel Coen,"['Joel Coen', 'Ethan Coen']",['Carter Burwell'],7.5,9,115.0,431.0
Dead Poets Society,16400000.0,235860116.0,['Drama'],"['Robin Williams', 'Ethan Hawke', 'Robert Sean Leonard']",Peter Weir,"['Steven Haft', 'Paul Junger Witt', 'Tony Thomas']",['Maurice Jarre'],8.1,6,129.0,2786.0
The Graduate,3000000.0,104945305.0,['Drama'],"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross']",Mike Nichols,[],[],7.6,12,106.0,855.0
Touch of Evil,829000.0,2247465.0,"['Drama', 'Thriller', 'Crime']","['Charlton Heston', 'Janet Leigh', 'Orson Welles']",Orson Welles,['Albert Zugsmith'],['Henry Mancini'],7.6,4,95.0,292.0
The Bridge on the River Kwai,3000000.0,27200000.0,"['Drama', 'History', 'War']","['William Holden', 'Alec Guinness', 'Jack Hawkins']",David Lean,['Sam Spiegel'],['Malcolm Arnold'],7.7,10,161.0,554.0
Chinatown,6000000.0,30000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Jack Nicholson', 'Faye Dunaway', 'John Huston']",Roman Polanski,"['Robert Evans', 'C.O. Erickson']",['Jerry Goldsmith'],7.9,6,130.0,939.0
The Treasure of the Sierra Madre,3800000.0,4307000.0,"['Action', 'Adventure', 'Drama', 'Western']","['Humphrey Bogart', 'Walter Huston', 'Tim Holt']",John Huston,['Henry Blanke'],['Max Steiner'],7.9,1,126.0,285.0
The Shining,19000000.0,44017374.0,"['Horror', 'Thriller']","['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd']",Stanley Kubrick,['Stanley Kubrick'],"['Wendy Carlos', 'Rachel Elkind']",8.1,5,144.0,3890.0
Stand by Me,8000000.0,52287414.0,"['Crime', 'Drama']","['Wil Wheaton', 'River Phoenix', 'Corey Feldman']",Rob Reiner,"['Bruce A. Evans', 'Raynold Gideon', 'Andrew Scheinman']",['Jack Nitzsche'],7.8,8,89.0,1568.0
Evil Dead II,3600000.0,5923044.0,"['Horror', 'Comedy', 'Fantasy']","['Bruce Campbell', 'Sarah Berry', 'Dan Hicks']",Sam Raimi,['Robert Tapert'],['Joseph LoDuca'],7.5,3,84.0,760.0
The Great Escape,4000000.0,11744471.0,"['Adventure', 'Drama', 'History', 'Thriller', 'War']","['Steve McQueen', 'James Garner', 'Richard Attenborough']",John Sturges,"['John Sturges', 'James Clavell']",['Elmer Bernstein'],7.8,6,172.0,731.0
The Deer Hunter,15000000.0,50000000.0,"['Drama', 'War']","['Robert De Niro', 'John Cazale', 'John Savage']",Michael Cimino,"['Michael Deeley', 'Michael Cimino', 'Barry Spikings', 'John Peverall']",[],7.8,12,183.0,943.0
Groundhog Day,14600000.0,70906973.0,"['Romance', 'Fantasy', 'Drama', 'Comedy']","['Bill Murray', 'Andie MacDowell', 'Chris Elliott']",Harold Ramis,"['Trevor Albert', 'Harold Ramis']",['George Fenton'],7.4,2,101.0,2358.0
Unforgiven,14000000.0,159157447.0,['Western'],"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman']",Clint Eastwood,"['Clint Eastwood', 'Julian Ludwig']",['Lennie Niehaus'],7.7,8,131.0,1133.0
The Manchurian Candidate,80000000.0,96105910.0,"['Mystery', 'Thriller']","['Frank Sinatra', 'Laurence Harvey', 'Angela Lansbury']",John Frankenheimer,"['George Axelrod', 'John Frankenheimer']",['David Amram'],7.7,10,126.0,188.0
Back to the Future,19000000.0,381109762.0,"['Adventure', 'Comedy', 'Science Fiction', 'Family']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson']",Robert Zemeckis,"['Bob Gale', 'Neil Canton']",['Alan Silvestri'],8.0,7,116.0,6239.0
Fried Green Tomatoes,11000000.0,119418501.0,"['Drama', 'Comedy']","['Kathy Bates', 'Mary-Louise Parker', 'Jessica Tandy']",Jon Avnet,[],['Thomas Newman'],7.6,12,130.0,298.0
Patton,12000000.0,89800000.0,"['Drama', 'History', 'War']","['George C. Scott', 'Karl Malden', 'Stephen Young']",Franklin J. Schaffner,['Frank McCarthy'],['Jerry Goldsmith'],7.3,1,172.0,327.0
Akira,8000000.0,553171.0,"['Science Fiction', 'Animation']","['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama']",Katsuhiro Ōtomo,"['Haruyo Kanesaku', 'Shunzo Kato', 'Yutaka Maseba', 'Hiroe Tsukamoto', 'Yoshimasa Mizuo', 'Ryôhei Suzuki']",['Shoji Yamashiro'],7.8,7,124.0,792.0
Highlander,16000000.0,5900000.0,"['Adventure', 'Action', 'Fantasy']","['Christopher Lambert', 'Roxanne Hart', 'Clancy Brown']",Russell Mulcahy,"['Peter S. Davis', 'William N. Panzer']",['Michael Kamen'],6.8,3,116.0,642.0
Cool Hand Luke,3000000.0,16217773.0,"['Crime', 'Drama']","['Paul Newman', 'George Kennedy', 'Luke Askew']",Stuart Rosenberg,"['Gordon Carroll', 'Carter De Haven Jr.']",['Lalo Schifrin'],7.7,6,126.0,390.0
Young Frankenstein,2800000.0,86273333.0,"['Comedy', 'Science Fiction']","['Gene Wilder', 'Peter Boyle', 'Marty Feldman']",Mel Brooks,['Michael Gruskoff'],['John Morris'],7.7,12,106.0,880.0
Night on Earth,3500000.0,2015810.0,"['Comedy', 'Drama']","['Winona Ryder', 'Gena Rowlands', 'Lisanne Falk']",Jim Jarmusch,['Jim Jarmusch'],['Tom Waits'],7.5,10,129.0,165.0
The Great Dictator,2000000.0,11000000.0,['Comedy'],"['Charlie Chaplin', 'Jack Oakie', 'Reginald Gardiner']",Charlie Chaplin,['Charlie Chaplin'],"['Meredith Willson', 'Charlie Chaplin']",8.1,10,125.0,756.0
Fantasia,2280000.0,83320000.0,"['Animation', 'Family', 'Music']","['Deems Taylor', 'Walt Disney', 'Julietta Novis']",David Hand,['Walt Disney'],[],7.2,11,124.0,831.0
High Noon,730000.0,8000000.0,['Western'],"['Gary Cooper', 'Grace Kelly', 'Thomas Mitchell']",Fred Zinnemann,['Stanley Kramer'],['Dimitri Tiomkin'],7.6,3,85.0,343.0
Ben-Hur,15000000.0,146900000.0,"['Action', 'Adventure', 'Drama', 'History']","['Charlton Heston', 'Jack Hawkins', 'Haya Harareet']",William Wyler,"['Sam Zimbalist', 'William Wyler']",['Miklós Rózsa'],7.5,12,212.0,660.0
